Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2021-01-15 00:00:00,334.74,422.81,13.71,27.23,25.67,17.87,11.95,1.19,27.29,11.82,29.15,2.43,NA,NA,NA,10.98,76.06,NA,38.71,NA,0.00,76.04,990.96,NA
2021-01-16 00:00:00,177.07,239.45,5.73,20.64,15.66,13.01,9.16,0.78,17.75,10.09,44.33,2.07,NA,NA,NA,10.30,76.67,NA,282.00,NA,0.00,86.33,989.77,NA
2021-01-17 00:00:00,212.12,259.33,3.63,16.85,11.92,12.27,NA,0.80,34.32,8.60,13.84,0.95,NA,NA,NA,10.67,73.53,NA,94.20,NA,0.00,89.73,992.15,NA
2021-01-18 00:00:00,205.48,284.62,11.77,26.15,23.50,19.02,13.38,0.84,27.56,6.48,13.26,1.12,NA,NA,NA,11.47,72.05,NA,69.07,NA,0.00,57.00,992.63,NA
2021-01-19 00:00:00,210.12,284.65,36.55,28.01,45.69,12.27,10.29,0.83,24.45,8.94,53.86,3.43,NA,NA,NA,NA,73.40,NA,236.28,NA,0.00,106.16,990.35,NA
2021-01-20 00:00:00,145.73,194.38,3.28,19.55,13.12,9.07,8.74,0.80,35.08,5.38,24.14,0.87,NA,NA,NA,14.52,70.08,NA,305.45,NA,0.00,102.06,990.92,NA
2021-01-21 00:00:00,194.14,296.76,30.68,38.46,45.48,23.49,10.54,1.53,23.28,6.65,32.59,1.84,NA,NA,NA,10.71,74.57,NA,276.26,NA,0.00,31.61,989.64,NA
2021-01-22 00:00:00,229.99,302.54,22.62,32.81,35.79,27.34,9.31,1.27,12.60,9.16,27.55,2.64,NA,NA,NA,9.94,77.32,NA,102.27,NA,0.00,72.67,991.26,NA
2021-01-23 00:00:00,169.93,257.19,6.26,35.46,24.14,25.43,9.87,1.22,36.89,6.77,14.24,1.73,NA,NA,NA,13.16,69.52,NA,143.59,NA,0.00,109.04,989.55,NA
2021-01-24 00:00:00,199.68,295.24,12.72,24.23,23.21,25.46,8.75,1.51,11.10,7.01,18.46,1.78,NA,NA,NA,11.04,78.25,NA,318.45,NA,0.00,31.09,992.57,NA
2021-01-25 00:00:00,148.09,239.21,26.53,21.09,33.38,20.17,8.80,1.84,34.01,5.01,10.21,0.88,NA,NA,NA,11.13,73.03,NA,301.29,NA,0.00,95.77,994.54,NA
2021-01-26 00:00:00,204.36,321.64,19.83,28.91,31.81,16.45,10.03,1.07,35.29,8.03,23.02,1.80,NA,NA,NA,11.60,66.76,NA,302.62,NA,0.00,128.47,993.82,NA
2021-01-27 00:00:00,187.52,330.83,23.06,32.98,36.54,12.39,14.96,0.94,41.12,6.23,34.19,1.69,NA,NA,NA,12.19,63.85,NA,296.87,NA,0.00,141.52,993.62,NA
2021-01-28 00:00:00,277.62,385.29,40.48,34.02,51.30,11.00,12.87,1.46,28.83,9.83,32.98,2.61,NA,NA,NA,9.67,73.30,NA,63.58,NA,0.00,115.33,994.61,NA
2021-01-29 00:00:00,204.70,343.92,31.41,37.20,45.11,8.63,13.08,1.37,34.50,8.24,65.01,2.94,NA,NA,NA,11.70,66.02,NA,262.90,NA,0.00,123.33,994.88,NA
2021-01-30 00:00:00,186.92,306.83,10.38,37.04,28.74,10.04,17.64,0.73,45.54,5.90,41.63,1.31,NA,NA,NA,12.35,59.40,NA,270.04,NA,0.00,137.73,993.12,NA
2021-01-31 00:00:00,229.29,375.48,53.68,39.59,65.13,9.88,13.83,1.18,43.65,9.43,32.38,2.74,NA,NA,NA,12.55,61.59,NA,180.95,NA,0.00,139.74,993.81,NA
2021-02-01 00:00:00,210.50,340.04,15.54,46.59,37.44,14.20,15.57,1.06,28.67,7.73,18.87,1.77,NA,NA,NA,13.78,62.71,NA,168.12,NA,0.00,127.23,995.51,NA
2021-02-02 00:00:00,300.42,473.48,57.08,49.48,72.89,8.09,19.76,1.71,7.43,10.24,47.83,4.71,NA,NA,NA,13.59,68.37,NA,208.29,NA,0.00,72.39,993.91,NA
2021-02-03 00:00:00,208.31,315.53,3.44,33.47,20.61,8.98,12.28,0.89,3.87,7.97,22.06,1.59,NA,NA,NA,16.71,63.21,NA,89.18,NA,0.00,119.46,992.44,NA
2021-02-04 00:00:00,118.12,159.57,3.05,18.41,12.26,17.15,11.68,0.64,19.54,4.57,7.40,0.60,NA,NA,NA,14.76,67.09,NA,103.63,NA,0.00,86.79,993.23,NA
2021-02-05 00:00:00,61.89,109.75,8.68,27.70,21.75,20.97,12.39,0.62,30.63,3.90,12.92,0.78,NA,NA,NA,13.43,67.48,NA,175.42,NA,0.00,148.49,994.36,NA
2021-02-06 00:00:00,92.27,153.40,4.75,25.82,17.59,19.45,14.72,0.62,38.05,3.09,17.13,0.63,NA,NA,NA,14.64,64.44,NA,271.86,0.50,0.50,151.64,994.67,NA
2021-02-07 00:00:00,146.66,230.68,10.28,26.28,22.83,18.99,16.27,0.82,43.39,4.04,32.23,1.19,NA,NA,NA,15.09,64.04,NA,270.04,NA,0.00,146.33,994.33,NA
2021-02-08 00:00:00,194.28,395.32,27.50,41.43,43.75,20.76,12.34,1.05,40.84,6.19,34.81,1.87,NA,NA,NA,15.31,67.34,NA,215.26,NA,0.00,138.23,994.46,NA
2021-02-09 00:00:00,185.49,286.60,27.56,40.75,44.67,18.89,15.26,1.32,14.89,7.55,27.59,2.42,NA,NA,NA,13.53,73.89,NA,232.65,NA,0.00,72.14,991.61,NA
2021-02-10 00:00:00,186.12,342.70,16.11,48.38,38.89,23.48,14.91,0.96,14.83,7.55,40.29,2.64,NA,NA,NA,17.96,61.71,NA,123.96,NA,0.00,137.50,989.70,NA
2021-02-11 00:00:00,176.81,318.96,29.74,43.26,47.53,21.90,15.32,1.01,5.15,6.99,53.60,2.43,NA,NA,NA,16.76,66.66,NA,246.39,NA,0.00,137.00,990.67,NA
2021-02-12 00:00:00,207.94,334.43,22.62,35.85,37.52,29.89,16.86,1.10,8.37,7.47,30.98,2.12,NA,NA,NA,16.82,71.56,NA,73.47,NA,0.00,113.65,991.86,NA
2021-02-13 00:00:00,159.96,238.38,12.35,36.66,29.46,21.20,10.92,1.31,19.30,9.45,43.09,3.06,NA,NA,NA,16.06,72.59,NA,134.08,NA,0.00,103.26,991.99,NA
2021-02-14 00:00:00,159.87,261.16,11.97,37.69,29.81,20.80,9.94,0.99,38.69,7.46,19.73,2.17,NA,NA,NA,16.38,67.56,NA,122.48,NA,0.00,121.70,991.28,NA
2021-02-15 00:00:00,185.60,307.21,64.50,41.88,74.89,22.68,13.64,1.21,42.82,8.74,20.01,3.33,NA,NA,NA,17.82,66.15,NA,77.81,NA,0.00,127.45,989.58,NA
2021-02-16 00:00:00,181.67,306.31,22.58,44.16,42.53,22.04,15.67,1.25,46.25,8.64,27.15,3.01,NA,NA,NA,17.70,64.78,NA,59.46,NA,0.00,119.06,989.23,NA
2021-02-17 00:00:00,154.43,320.22,41.95,43.92,57.55,20.89,10.81,1.24,39.34,7.30,32.38,3.21,NA,NA,NA,16.84,64.99,NA,169.56,NA,0.00,120.97,991.01,NA
2021-02-18 00:00:00,151.40,248.84,20.26,37.18,36.30,20.18,11.25,1.18,21.34,7.92,28.60,3.66,NA,NA,NA,14.55,72.13,NA,245.62,NA,0.00,87.14,993.90,NA
2021-02-19 00:00:00,162.80,278.30,33.08,37.29,46.06,22.92,11.73,1.12,46.67,8.27,53.57,3.50,NA,NA,NA,16.65,71.19,NA,286.24,NA,0.00,116.56,996.16,NA
2021-02-20 00:00:00,100.60,177.90,12.60,35.15,28.75,18.72,10.31,1.00,35.22,6.44,38.21,2.35,NA,NA,NA,16.71,67.39,NA,297.86,NA,0.00,130.89,995.80,NA
2021-02-21 00:00:00,175.07,308.83,11.28,39.69,30.18,15.84,15.80,0.90,46.10,5.70,42.30,1.84,NA,NA,NA,18.10,61.86,NA,277.36,NA,0.00,141.11,993.97,NA
2021-02-22 00:00:00,113.48,321.84,13.30,32.77,28.87,14.64,24.62,0.80,48.10,5.78,29.23,1.90,NA,NA,NA,18.92,61.18,NA,253.62,NA,0.00,141.35,992.15,NA
2021-02-23 00:00:00,181.07,375.75,20.02,72.69,54.97,11.68,19.96,1.04,57.96,7.39,35.16,3.50,NA,NA,NA,20.46,55.26,NA,246.47,NA,0.00,141.02,989.93,NA
2021-02-24 00:00:00,186.28,448.65,69.31,48.94,82.53,5.68,34.17,1.26,45.08,4.26,78.59,7.75,NA,NA,NA,21.12,55.81,NA,197.58,NA,0.00,148.31,988.31,NA
2021-02-25 00:00:00,174.77,385.74,61.35,39.99,70.44,11.17,28.66,1.26,42.59,2.23,52.08,4.04,NA,NA,NA,22.17,57.26,NA,200.00,NA,0.00,146.40,987.41,NA
2021-02-26 00:00:00,102.65,273.79,21.62,38.17,38.01,9.39,20.17,0.99,36.72,1.40,26.24,1.68,NA,NA,NA,23.10,56.56,NA,220.32,NA,0.00,153.98,985.07,NA
2021-02-27 00:00:00,82.42,246.25,17.17,32.01,31.01,8.57,16.54,0.71,36.56,1.92,20.71,2.94,NA,NA,NA,23.09,52.69,NA,152.22,NA,0.00,142.98,984.70,NA
2021-02-28 00:00:00,73.99,229.91,5.13,28.51,19.47,7.56,20.75,0.51,49.21,2.37,15.46,0.71,NA,NA,NA,22.16,48.45,NA,212.25,NA,0.00,144.87,987.68,NA
2021-03-01 00:00:00,78.60,215.73,7.32,27.91,20.66,6.68,18.37,0.49,53.66,2.74,18.34,0.51,NA,NA,NA,19.95,51.23,NA,275.93,NA,0.00,157.29,991.47,NA
2021-03-02 00:00:00,71.15,193.56,2.72,16.46,10.98,7.12,20.54,0.40,72.54,1.72,35.32,0.18,NA,NA,NA,21.12,46.53,NA,277.77,NA,0.00,157.94,991.51,NA
2021-03-03 00:00:00,114.78,269.52,14.66,29.31,27.64,12.46,26.58,0.62,61.35,3.45,38.48,0.85,NA,NA,NA,20.99,47.86,NA,289.56,NA,0.00,155.37,989.64,NA
2021-03-04 00:00:00,160.24,318.91,20.52,36.57,36.18,17.42,21.86,0.84,44.23,7.69,25.85,2.18,NA,NA,NA,21.11,55.75,NA,122.57,NA,0.00,134.25,989.40,NA
2021-03-05 00:00:00,123.47,264.62,15.57,34.81,30.97,19.97,17.81,0.79,49.79,4.67,27.63,1.78,NA,NA,NA,18.27,62.80,NA,218.55,NA,0.00,120.06,989.52,NA
2021-03-06 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2021-03-07 00:00:00,98.08,249.20,0.69,12.59,7.18,41.30,23.08,0.76,102.18,5.52,176.23,1.13,NA,NA,NA,26.82,45.43,NA,88.48,NA,0.00,99.78,986.20,NA
2021-03-08 00:00:00,119.40,262.13,0.98,14.21,8.43,49.07,16.73,0.64,75.63,4.77,9.46,1.08,NA,NA,NA,23.52,55.58,NA,85.36,NA,0.00,115.56,988.26,NA
2021-03-09 00:00:00,145.01,319.04,1.59,18.55,11.17,44.35,23.31,1.33,65.54,4.75,8.52,1.03,NA,NA,NA,24.77,56.31,NA,90.66,NA,0.00,115.48,989.57,NA
2021-03-10 00:00:00,71.30,185.25,10.24,25.72,21.98,24.17,23.57,0.69,55.10,3.37,24.92,1.21,NA,NA,NA,24.09,52.73,NA,158.49,NA,0.00,128.50,989.71,NA
2021-03-11 00:00:00,117.71,283.88,16.73,30.93,30.01,24.63,26.73,1.03,54.94,4.11,15.02,1.95,NA,NA,NA,25.28,53.70,NA,142.11,NA,0.00,134.85,990.39,NA
2021-03-12 00:00:00,98.62,241.96,6.98,24.85,18.73,20.82,17.25,0.79,42.81,5.00,13.58,2.21,NA,NA,NA,22.90,51.47,NA,95.40,NA,0.00,79.54,992.57,NA
2021-03-13 00:00:00,102.94,212.38,12.04,21.65,21.34,18.48,20.72,0.98,44.92,1.28,12.45,0.68,NA,NA,NA,22.53,55.07,NA,204.57,NA,0.00,144.06,993.27,NA
2021-03-14 00:00:00,98.50,214.08,7.31,22.92,18.15,33.22,24.77,1.07,50.18,2.42,12.41,0.70,NA,NA,NA,22.40,55.75,NA,277.26,NA,0.00,219.26,990.92,NA
2021-03-15 00:00:00,126.06,274.18,2.00,27.88,16.31,33.33,27.72,1.50,17.10,4.09,40.18,14.84,NA,NA,NA,22.43,57.38,NA,291.79,NA,0.00,6.65,988.96,NA
2021-03-16 00:00:00,104.92,340.75,4.73,24.35,16.38,18.73,26.60,0.89,31.61,1.62,40.59,1.21,NA,NA,NA,23.95,53.88,NA,277.62,NA,0.00,135.81,989.45,NA
2021-03-17 00:00:00,122.70,409.75,16.58,29.60,29.05,20.35,28.64,0.95,41.08,3.76,35.02,2.41,NA,NA,NA,24.73,50.83,NA,201.17,NA,0.00,143.04,988.14,NA
2021-03-18 00:00:00,122.50,420.12,39.31,33.79,49.99,19.55,25.41,0.99,44.59,4.20,40.67,2.93,NA,NA,NA,24.67,51.41,NA,257.80,NA,0.00,131.24,988.43,NA
2021-03-19 00:00:00,89.47,272.00,3.89,24.70,16.42,17.82,22.21,0.94,40.27,3.30,21.36,1.30,NA,NA,NA,25.54,47.88,NA,237.22,NA,0.00,138.12,988.09,NA
2021-03-20 00:00:00,111.62,272.75,25.38,34.71,38.04,17.08,28.17,1.06,NA,3.11,19.57,1.61,NA,NA,NA,24.60,50.11,NA,287.48,NA,0.00,148.47,986.53,NA
2021-03-21 00:00:00,198.49,420.28,35.57,53.46,57.50,15.70,46.42,1.09,58.82,5.54,31.30,3.88,NA,NA,NA,21.18,60.30,NA,195.61,NA,0.00,48.96,986.06,NA
2021-03-22 00:00:00,73.07,219.29,2.16,31.52,18.53,14.45,19.75,1.08,57.31,2.74,8.09,0.81,NA,NA,NA,24.47,51.10,NA,129.34,NA,0.00,97.04,989.25,NA
2021-03-23 00:00:00,65.75,255.79,4.83,37.11,23.60,16.55,18.95,1.50,44.29,3.28,17.49,1.63,NA,NA,NA,23.02,50.36,NA,154.07,NA,0.00,88.99,991.13,NA
2021-03-24 00:00:00,73.79,203.71,9.28,29.02,22.80,16.90,22.01,1.45,56.84,3.34,14.64,1.34,NA,NA,NA,23.96,47.68,NA,203.77,NA,0.00,143.10,991.39,NA
2021-03-25 00:00:00,48.71,126.08,1.66,20.41,12.20,16.62,17.38,1.51,58.62,1.43,20.16,0.44,NA,NA,NA,22.84,50.51,NA,279.40,NA,0.00,146.22,990.78,NA
2021-03-26 00:00:00,58.29,131.51,1.24,24.53,14.06,14.72,20.19,1.53,65.09,1.78,8.76,0.38,NA,NA,NA,23.28,49.88,NA,293.41,NA,0.00,160.35,988.92,NA
2021-03-27 00:00:00,124.29,277.32,20.70,40.29,39.10,16.07,36.87,1.81,64.74,3.42,20.11,2.30,NA,NA,NA,24.71,50.57,NA,156.92,NA,0.00,150.85,986.98,NA
2021-03-28 00:00:00,114.41,279.88,32.55,40.93,49.06,15.88,23.54,1.58,70.63,3.35,22.37,2.79,NA,NA,NA,26.91,49.52,NA,132.49,NA,0.00,204.97,985.36,NA
2021-03-29 00:00:00,53.50,166.80,3.81,27.06,17.49,17.24,17.20,1.54,66.05,2.12,4.58,0.66,NA,NA,NA,30.56,39.06,NA,150.50,NA,0.00,104.33,979.52,NA
2021-03-30 00:00:00,96.03,351.40,7.35,30.10,21.07,19.25,16.94,1.75,58.74,3.02,14.37,1.14,NA,NA,NA,28.06,43.59,NA,215.52,NA,0.00,136.77,977.79,NA
2021-03-31 00:00:00,51.05,206.19,0.90,19.23,10.95,13.44,18.06,1.50,78.48,1.41,18.08,0.23,NA,NA,NA,27.25,34.27,NA,291.73,NA,0.00,166.76,979.30,NA
2021-04-01 00:00:00,42.54,209.75,0.91,15.64,9.06,6.50,20.14,1.48,76.16,1.13,4.80,0.02,NA,NA,NA,26.20,28.86,NA,306.87,NA,0.00,170.98,980.01,NA
2021-04-02 00:00:00,74.88,199.88,1.99,32.67,19.19,8.52,33.83,1.47,61.05,1.85,17.32,0.32,NA,NA,NA,24.31,30.99,NA,306.28,NA,0.00,171.21,983.36,NA
2021-04-03 00:00:00,66.76,183.83,20.48,37.04,36.41,7.23,32.33,1.15,67.69,2.53,21.25,0.97,NA,NA,NA,24.27,31.65,NA,209.27,NA,0.00,168.26,985.91,NA
2021-04-04 00:00:00,83.92,209.71,9.55,38.83,28.45,10.67,35.30,1.56,67.54,2.41,21.03,0.93,NA,NA,NA,26.61,31.89,NA,222.53,NA,0.00,164.62,986.42,NA
2021-04-05 00:00:00,76.00,216.77,9.37,39.99,28.91,13.79,31.43,1.48,85.10,2.68,7.13,0.45,NA,NA,NA,28.90,34.47,NA,109.56,NA,0.00,140.05,984.82,NA
2021-04-06 00:00:00,138.25,336.79,1.21,31.27,17.53,22.10,36.30,2.29,93.79,3.14,5.75,0.42,NA,NA,NA,28.70,39.18,NA,75.72,NA,0.00,129.22,983.47,NA
2021-04-07 00:00:00,61.00,230.14,1.10,21.27,12.24,17.55,19.53,1.59,81.18,1.12,15.46,0.26,NA,NA,NA,29.15,36.76,NA,198.43,NA,0.00,159.66,986.43,NA
2021-04-08 00:00:00,53.21,171.58,1.52,29.98,17.18,13.81,23.78,1.38,77.08,1.32,27.24,0.42,NA,NA,NA,27.36,32.86,NA,287.28,NA,0.00,273.75,986.06,NA
2021-04-09 00:00:00,69.83,215.95,2.81,37.17,22.23,12.24,24.35,1.55,78.80,2.19,16.12,0.78,NA,NA,NA,26.82,31.70,NA,215.27,NA,0.00,269.22,986.80,NA
2021-04-10 00:00:00,75.62,223.18,4.38,41.04,25.27,14.73,26.94,1.65,72.77,3.76,30.76,1.67,NA,NA,NA,28.63,29.02,NA,242.13,NA,0.00,260.09,987.97,NA
2021-04-11 00:00:00,79.42,232.75,6.45,38.51,25.74,12.70,33.76,1.80,69.56,3.48,25.15,1.17,NA,NA,NA,29.20,30.01,NA,304.87,NA,0.00,261.31,987.99,NA
2021-04-12 00:00:00,133.88,356.69,15.06,45.30,36.50,16.47,36.12,2.27,66.96,4.87,26.33,1.60,NA,NA,NA,29.44,32.46,NA,229.39,NA,0.00,230.81,988.52,NA
2021-04-13 00:00:00,128.08,340.62,9.23,40.26,28.87,15.46,37.25,1.92,64.28,3.54,25.81,1.28,NA,NA,NA,30.47,32.10,NA,282.78,NA,0.00,243.30,986.92,NA
2021-04-14 00:00:00,71.63,245.10,2.30,31.13,18.44,12.89,29.30,1.18,66.47,2.38,21.23,0.55,NA,NA,NA,31.45,30.70,NA,275.36,NA,0.00,248.45,985.45,NA
2021-04-15 00:00:00,110.29,329.21,2.90,32.05,19.41,13.70,35.60,1.89,66.34,4.07,38.52,1.34,NA,NA,NA,31.49,29.73,NA,257.25,NA,0.00,226.16,984.47,NA
2021-04-16 00:00:00,106.56,315.02,9.27,33.52,24.90,14.18,41.89,1.55,73.36,4.14,20.41,1.81,NA,NA,NA,28.47,40.10,NA,148.12,0.50,1.00,201.95,984.44,NA
2021-04-17 00:00:00,42.62,102.38,3.99,21.26,14.53,17.40,24.31,1.05,NA,1.18,7.70,0.30,NA,NA,NA,26.43,47.26,NA,180.72,NA,0.00,250.34,986.76,NA
2021-04-18 00:00:00,92.21,204.19,1.63,21.96,13.02,18.15,32.51,1.16,NA,3.19,6.32,0.36,NA,NA,NA,28.21,41.20,NA,155.34,NA,0.00,287.72,988.74,NA
2021-04-19 00:00:00,72.52,268.49,1.82,32.05,18.54,14.44,27.15,1.16,NA,2.34,21.07,0.70,NA,NA,NA,32.97,30.47,NA,272.39,NA,0.00,352.07,983.94,NA
2021-04-20 00:00:00,67.21,254.75,1.64,24.46,14.35,14.98,32.99,1.14,NA,3.61,11.67,0.46,NA,NA,NA,26.91,37.16,NA,117.22,NA,0.00,134.08,983.54,NA
2021-04-21 00:00:00,52.04,118.62,1.33,16.12,9.66,17.87,18.88,1.20,NA,1.21,6.21,0.04,NA,NA,NA,26.12,43.88,NA,234.51,NA,0.00,243.79,985.53,NA
2021-04-22 00:00:00,54.17,161.79,1.67,21.45,12.77,17.86,21.38,1.17,NA,1.62,7.20,0.13,NA,NA,NA,26.26,45.59,NA,102.39,NA,0.00,232.18,987.87,NA
2021-04-23 00:00:00,53.78,149.54,1.22,16.96,10.00,17.53,22.94,1.19,NA,2.47,2.52,0.02,NA,NA,NA,24.11,40.43,NA,79.94,NA,0.00,116.99,986.49,NA
2021-04-24 00:00:00,45.49,126.44,2.90,23.39,14.81,13.91,17.80,1.33,NA,2.23,18.76,0.43,NA,NA,NA,25.75,28.57,NA,250.15,NA,0.00,273.29,987.09,NA
2021-04-25 00:00:00,91.98,224.36,3.78,28.34,18.16,14.89,23.16,1.65,NA,2.80,9.74,0.52,NA,NA,NA,27.94,28.59,NA,252.38,NA,0.00,268.20,986.72,NA
2021-04-26 00:00:00,186.49,405.44,18.74,47.10,40.33,16.84,39.45,1.40,73.57,4.69,22.61,2.35,NA,NA,NA,29.53,28.52,NA,194.98,NA,0.00,238.81,984.76,NA
2021-04-27 00:00:00,196.56,468.76,29.17,51.27,51.59,15.26,33.01,1.30,84.49,5.18,33.20,3.45,NA,NA,NA,31.75,28.51,NA,207.48,NA,0.00,222.52,983.94,NA
2021-04-28 00:00:00,226.03,479.11,11.16,44.29,32.60,19.20,37.36,1.25,76.71,4.92,34.82,3.18,NA,NA,NA,33.24,28.50,NA,199.86,NA,0.00,208.32,984.63,NA
2021-04-29 00:00:00,177.50,463.31,6.47,33.03,22.85,15.82,30.23,1.23,80.25,3.73,15.56,1.48,NA,NA,NA,33.84,28.51,NA,184.79,NA,0.00,282.22,985.04,NA
2021-04-30 00:00:00,115.96,369.18,2.41,28.06,16.86,16.49,27.74,1.28,70.46,3.03,11.54,0.87,NA,NA,NA,34.50,28.45,NA,172.67,NA,0.00,87.94,983.34,NA
2021-05-01 00:00:00,79.30,269.01,1.29,23.74,13.69,21.94,17.86,1.05,85.64,3.42,8.20,0.55,NA,NA,NA,32.56,28.46,NA,112.09,0.50,2.00,187.61,984.35,NA
2021-05-02 00:00:00,95.73,272.91,1.78,26.82,15.81,20.35,22.59,1.24,65.25,3.36,9.10,0.64,NA,NA,NA,31.64,28.49,NA,161.32,NA,0.00,187.22,984.66,NA
2021-05-03 00:00:00,102.42,331.17,1.38,22.98,13.40,18.26,26.27,2.14,60.36,2.93,6.48,0.61,NA,NA,NA,31.92,28.49,NA,228.29,NA,0.00,205.80,983.04,NA
2021-05-04 00:00:00,79.62,222.33,1.24,18.82,11.09,16.54,21.28,1.54,63.71,2.24,6.54,0.34,NA,NA,NA,32.97,28.50,NA,173.49,NA,0.00,180.69,981.76,NA
2021-05-05 00:00:00,68.58,206.17,1.13,17.02,9.98,18.94,21.38,2.66,88.95,1.38,2.99,0.07,NA,NA,NA,31.37,28.51,NA,83.90,NA,0.00,195.31,982.81,NA
2021-05-06 00:00:00,73.52,206.71,1.32,18.10,10.72,23.29,20.40,2.04,67.07,1.01,4.32,0.06,NA,NA,NA,28.96,28.50,NA,118.17,0.50,1.00,187.67,984.61,NA
2021-05-07 00:00:00,52.50,105.00,2.81,27.79,16.82,31.25,14.40,1.31,76.92,0.76,4.94,0.16,NA,NA,NA,27.62,28.50,NA,101.50,0.50,2.00,238.36,986.62,NA
2021-05-08 00:00:00,89.00,159.50,3.12,29.40,18.35,29.82,16.92,1.56,82.60,1.50,11.21,0.56,NA,NA,NA,30.62,28.51,NA,148.23,0.50,0.50,241.66,985.10,NA
2021-05-09 00:00:00,74.58,158.12,1.30,21.47,12.39,26.00,20.83,1.92,79.60,1.36,4.36,0.16,NA,NA,NA,29.99,28.50,NA,123.00,0.50,0.50,208.91,983.10,NA
2021-05-10 00:00:00,62.20,121.18,1.61,25.52,14.90,26.41,14.50,1.57,59.91,0.91,3.35,0.23,NA,NA,NA,28.61,28.50,NA,113.99,0.50,0.50,190.68,981.77,NA
2021-05-11 00:00:00,86.36,173.55,1.57,24.88,14.50,34.92,19.25,1.55,70.21,1.87,5.97,0.20,NA,NA,NA,30.74,28.49,NA,86.23,NA,0.00,190.17,980.49,NA
