Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2022-01-11 00:00:00,59.71,94.76,7.88,20.01,17.07,4.58,5.43,0.69,14.02,0.78,4.93,0.26,NA,NA,NA,11.58,73.02,NA,233.76,0.00,0.00,131.52,994.73,NA
2022-01-12 00:00:00,95.67,157.78,7.75,25.65,19.92,3.48,6.38,0.82,8.53,0.73,6.23,0.40,NA,NA,NA,11.45,74.65,NA,219.86,0.00,0.00,96.14,994.30,NA
2022-01-13 00:00:00,139.61,200.38,44.50,28.78,51.66,1.21,6.59,1.25,8.42,1.98,12.13,1.86,NA,NA,NA,10.14,77.76,NA,161.56,0.00,0.00,68.97,994.52,NA
2022-01-14 00:00:00,114.04,175.00,18.27,25.72,28.56,1.78,5.84,1.07,6.22,1.47,7.53,0.73,NA,NA,NA,8.90,80.46,NA,95.18,0.01,0.50,42.38,995.32,NA
2022-01-15 00:00:00,82.12,132.15,2.14,12.24,8.30,1.89,5.10,0.68,10.18,0.83,4.92,0.23,NA,NA,NA,9.85,77.73,NA,223.17,0.00,0.00,28.31,996.86,NA
2022-01-16 00:00:00,104.87,163.41,1.12,16.47,9.69,2.33,4.12,0.89,6.66,0.93,3.08,0.07,NA,NA,NA,8.46,78.63,NA,87.92,0.00,0.00,7.11,997.18,NA
2022-01-17 00:00:00,158.45,249.84,9.55,26.45,21.87,2.49,4.33,1.11,8.55,1.46,2.37,0.29,NA,NA,NA,9.84,75.63,NA,93.55,0.00,0.00,72.76,997.85,NA
2022-01-18 00:00:00,159.79,261.83,7.13,23.45,18.10,2.19,4.20,1.00,7.06,1.36,5.71,0.34,NA,NA,NA,10.13,75.35,NA,246.21,0.00,0.00,84.69,995.88,NA
2022-01-19 00:00:00,150.43,259.34,5.70,19.47,15.06,2.34,5.30,1.02,9.83,1.22,6.62,0.32,NA,NA,NA,11.15,74.59,NA,134.61,0.00,0.00,81.90,993.05,NA
2022-01-20 00:00:00,203.74,321.53,9.27,27.23,22.05,2.34,6.19,1.33,10.26,1.63,4.62,0.68,NA,NA,NA,11.98,77.48,NA,64.63,0.00,0.00,71.35,988.89,NA
2022-01-21 00:00:00,165.35,257.46,5.24,33.46,21.87,2.85,5.67,1.35,23.32,1.93,5.38,0.59,NA,NA,NA,12.56,76.14,NA,88.91,0.00,0.00,75.02,988.92,NA
2022-01-22 00:00:00,121.81,168.89,1.38,18.31,10.88,4.56,6.01,1.02,10.83,1.34,4.06,0.31,NA,NA,NA,12.47,79.57,NA,85.21,0.16,15.50,18.16,984.76,NA
2022-01-23 00:00:00,82.67,117.61,9.47,14.24,15.51,5.57,5.70,0.91,9.34,0.82,2.21,0.11,NA,NA,NA,12.13,77.94,NA,195.47,0.03,2.50,34.88,986.95,NA
2022-01-24 00:00:00,84.32,138.85,22.65,21.64,29.98,4.04,5.87,1.03,7.48,1.22,6.84,0.49,NA,NA,NA,10.67,75.81,NA,157.68,0.00,0.00,64.72,991.05,NA
2022-01-25 00:00:00,79.27,148.04,20.67,18.97,26.94,3.40,5.26,0.98,6.11,1.12,4.14,0.36,NA,NA,NA,9.29,78.58,NA,185.54,0.00,0.00,38.34,991.77,NA
2022-01-26 00:00:00,102.32,176.77,11.73,20.11,20.27,3.80,4.21,0.95,7.97,1.07,5.80,0.37,NA,NA,NA,10.54,76.49,NA,242.73,0.01,0.50,88.54,992.52,NA
2022-01-27 00:00:00,97.53,176.83,11.81,25.22,23.21,2.71,5.54,0.86,12.25,0.97,4.25,0.32,NA,NA,NA,11.59,70.52,NA,254.23,0.00,0.00,131.82,993.55,NA
2022-01-28 00:00:00,86.25,174.51,2.92,25.74,16.09,3.16,8.21,0.71,18.26,0.77,7.65,0.13,NA,NA,NA,12.52,62.11,NA,240.39,0.00,0.00,151.62,993.40,NA
2022-01-29 00:00:00,109.21,233.22,18.56,37.68,35.16,3.14,7.52,0.85,29.86,1.02,16.12,0.50,NA,NA,NA,12.84,66.09,NA,229.72,0.00,0.00,145.65,993.61,NA
2022-01-30 00:00:00,116.84,205.78,1.61,27.04,15.70,4.16,9.40,0.79,84.10,0.80,9.63,0.10,NA,NA,NA,14.16,64.50,NA,233.79,0.00,0.00,146.04,989.12,NA
2022-01-31 00:00:00,179.81,263.58,19.73,32.25,33.19,2.53,4.92,1.23,9.40,1.31,6.16,0.43,NA,NA,NA,11.44,76.12,NA,99.80,0.01,1.00,108.85,988.89,NA
2022-02-01 00:00:00,162.44,219.41,21.11,26.27,31.19,2.69,7.28,1.42,10.80,1.73,14.13,0.76,NA,NA,NA,12.44,75.84,NA,167.14,0.00,0.00,99.17,988.54,NA
2022-02-02 00:00:00,156.40,227.91,1.43,20.79,12.21,3.01,6.91,0.93,21.89,0.91,7.36,0.31,NA,NA,NA,14.83,68.56,NA,166.21,0.00,0.00,115.82,988.12,NA
2022-02-03 00:00:00,117.31,155.86,1.04,13.84,8.25,5.06,6.15,0.84,13.54,1.08,2.87,0.22,NA,NA,NA,12.35,72.89,NA,115.35,0.08,7.50,23.18,984.31,NA
2022-02-04 00:00:00,47.17,71.47,4.63,12.87,10.64,5.34,6.21,0.74,10.46,0.72,2.44,0.08,NA,NA,NA,12.60,73.76,NA,158.02,0.00,0.00,83.33,986.40,NA
2022-02-05 00:00:00,89.96,133.50,19.64,23.54,28.48,5.13,5.94,1.12,11.13,1.38,7.38,0.33,NA,NA,NA,10.98,74.50,NA,175.64,0.00,0.00,107.94,990.79,NA
2022-02-06 00:00:00,147.38,269.17,76.63,31.66,81.37,2.84,7.84,1.34,20.45,1.84,14.53,1.44,NA,NA,NA,12.70,68.60,NA,171.47,0.00,0.00,144.25,992.65,NA
2022-02-07 00:00:00,128.79,219.96,5.24,29.68,19.58,2.84,7.19,0.94,18.56,1.25,4.12,0.50,NA,NA,NA,16.04,65.71,NA,89.31,0.00,0.00,129.90,991.73,NA
2022-02-08 00:00:00,138.42,227.54,6.68,31.57,22.13,2.71,8.18,1.12,20.12,1.25,4.52,0.48,NA,NA,NA,16.74,70.02,NA,47.75,0.00,0.00,108.50,990.23,NA
2022-02-09 00:00:00,69.20,110.69,1.52,15.55,9.52,4.90,5.46,0.74,15.49,0.56,2.63,0.14,NA,NA,NA,15.39,70.57,NA,87.28,0.45,42.00,111.08,992.21,NA
2022-02-10 00:00:00,68.38,145.69,10.22,24.61,21.42,4.76,5.58,0.79,14.92,0.70,5.98,0.54,NA,NA,NA,14.89,67.55,NA,211.37,0.01,1.00,148.93,994.43,NA
2022-02-11 00:00:00,66.71,164.78,3.03,26.51,16.57,5.88,7.60,0.73,19.95,0.58,16.38,0.12,NA,NA,NA,14.78,60.36,NA,246.67,0.00,0.00,163.04,992.78,NA
2022-02-12 00:00:00,83.04,194.17,15.29,32.54,30.01,8.58,9.11,0.93,18.10,0.76,13.66,0.21,NA,NA,NA,14.82,62.05,NA,230.65,0.00,0.00,168.19,991.46,NA
2022-02-13 00:00:00,118.50,259.21,41.77,37.67,53.27,6.54,8.68,1.15,20.95,1.40,9.08,0.90,NA,NA,NA,15.08,65.22,NA,110.26,0.00,0.00,152.95,990.48,NA
2022-02-14 00:00:00,137.92,230.67,10.01,31.60,25.27,4.35,6.92,0.87,17.80,1.22,3.06,0.34,NA,NA,NA,15.71,62.86,NA,114.11,0.00,0.00,158.79,990.37,NA
2022-02-15 00:00:00,120.64,215.53,11.62,35.18,28.10,4.80,7.71,0.89,19.08,1.13,4.76,0.49,NA,NA,NA,16.35,62.42,NA,165.70,0.00,0.00,153.24,990.39,NA
2022-02-16 00:00:00,144.92,282.00,54.37,37.79,64.27,4.47,10.13,1.10,18.60,1.29,10.11,0.86,NA,NA,NA,16.25,67.22,NA,233.48,0.00,0.00,151.88,988.94,NA
2022-02-17 00:00:00,120.66,226.09,9.77,33.64,26.25,3.64,7.08,0.96,25.13,0.95,10.82,0.69,NA,NA,NA,16.91,65.54,NA,252.86,0.00,0.00,154.51,988.71,NA
2022-02-18 00:00:00,135.03,303.41,72.15,37.94,78.95,3.33,9.30,1.13,106.92,1.35,17.11,1.56,NA,NA,NA,17.61,61.98,NA,203.53,0.00,0.00,157.90,989.95,NA
2022-02-19 00:00:00,81.14,167.34,5.21,29.39,19.88,4.08,8.68,0.71,NA,0.73,8.29,0.42,NA,NA,NA,17.61,60.35,NA,243.71,0.00,0.00,162.04,991.12,NA
2022-02-20 00:00:00,81.23,153.47,1.17,18.74,10.91,4.74,9.34,0.67,NA,0.66,11.24,0.08,NA,NA,NA,18.70,55.80,NA,243.56,0.00,0.00,185.01,985.88,NA
2022-02-21 00:00:00,86.21,216.08,14.01,34.01,29.51,3.76,9.34,0.81,3.33,0.74,7.12,0.24,NA,NA,NA,17.11,56.92,NA,202.54,0.00,0.00,171.56,985.77,NA
2022-02-22 00:00:00,120.60,258.88,4.77,25.74,16.89,3.57,13.25,0.78,11.71,1.18,5.71,0.46,NA,NA,NA,18.83,54.58,NA,88.51,0.00,0.00,157.25,988.06,NA
2022-02-23 00:00:00,113.12,181.31,1.31,17.15,10.21,4.71,10.91,0.83,16.76,0.60,1.99,0.05,NA,NA,NA,19.06,62.93,NA,83.50,0.00,0.00,113.12,992.13,NA
2022-02-24 00:00:00,150.83,240.92,7.31,25.96,19.58,4.06,8.25,1.05,12.48,0.82,2.71,0.19,NA,NA,NA,18.31,67.57,NA,102.36,0.00,0.00,125.65,993.81,NA
2022-02-25 00:00:00,119.58,209.68,2.78,25.13,15.63,3.92,8.51,0.84,16.20,0.68,1.92,0.11,NA,NA,NA,19.25,62.81,NA,72.81,0.03,2.50,123.74,994.05,NA
2022-02-26 00:00:00,17.00,40.93,1.07,8.96,5.64,5.99,5.08,0.49,18.85,0.06,0.78,0.00,NA,NA,NA,17.59,61.15,NA,73.40,0.06,6.00,145.95,995.21,NA
2022-02-27 00:00:00,35.33,71.08,1.47,14.61,8.97,5.34,9.27,0.57,13.74,0.45,1.64,0.02,NA,NA,NA,17.80,60.44,NA,143.10,0.00,0.00,172.19,996.28,NA
2022-02-28 00:00:00,43.22,116.00,4.83,23.76,16.40,4.73,8.41,0.65,16.29,0.32,7.23,0.05,NA,NA,NA,17.12,58.65,NA,242.27,0.00,0.00,185.17,994.26,NA
2022-03-01 00:00:00,84.54,169.71,19.55,32.55,33.24,3.83,8.75,0.88,15.12,0.75,8.10,0.19,NA,NA,NA,17.05,64.60,NA,224.11,0.00,0.00,165.91,994.87,NA
2022-03-02 00:00:00,96.93,207.80,22.08,31.34,34.54,10.12,9.10,0.90,12.92,0.79,8.63,0.51,NA,NA,NA,18.51,64.29,NA,258.43,0.00,0.00,168.42,994.79,NA
2022-03-03 00:00:00,94.75,179.88,3.89,26.81,17.44,5.93,13.77,0.87,20.29,0.53,6.93,0.42,NA,NA,NA,20.81,61.36,NA,171.91,0.00,0.00,151.75,993.74,NA
2022-03-04 00:00:00,65.96,123.62,3.33,17.17,11.91,6.47,9.59,0.64,11.61,0.26,2.75,0.05,NA,NA,NA,19.91,62.85,NA,239.85,0.00,0.00,162.46,994.82,NA
2022-03-05 00:00:00,54.43,109.51,2.11,15.33,9.85,12.39,9.29,0.66,9.92,0.22,5.17,0.03,NA,NA,NA,19.78,60.53,NA,253.03,0.00,0.00,200.76,993.19,NA
2022-03-06 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-03-07 00:00:00,94.85,246.94,6.40,27.57,19.86,14.81,14.14,0.86,3.03,0.78,2.86,0.25,NA,NA,NA,23.51,53.14,NA,60.83,0.00,0.00,231.88,992.54,NA
2022-03-08 00:00:00,116.39,241.46,32.97,35.65,46.40,18.42,12.07,0.92,3.02,0.44,6.92,0.40,NA,NA,NA,21.32,61.88,NA,167.03,0.00,0.00,179.07,991.68,NA
2022-03-09 00:00:00,64.54,165.48,8.38,20.56,17.77,17.40,13.12,0.72,2.96,0.25,3.19,0.03,NA,NA,NA,22.24,55.88,NA,238.48,0.00,0.00,174.42,990.60,NA
2022-03-10 00:00:00,63.08,150.71,2.48,18.63,11.96,23.00,14.69,0.70,7.13,0.23,5.41,0.03,NA,NA,NA,22.37,56.14,NA,254.14,0.00,0.00,176.26,990.45,NA
2022-03-11 00:00:00,72.38,171.38,2.49,25.33,15.52,24.40,13.24,0.74,11.61,0.33,6.05,0.05,NA,NA,NA,22.03,59.52,NA,252.38,0.00,0.00,179.80,990.51,NA
2022-03-12 00:00:00,82.11,181.02,8.10,26.35,21.00,21.11,19.78,0.77,20.75,0.34,12.14,0.18,NA,NA,NA,22.52,57.40,NA,243.19,0.00,0.00,181.17,989.05,NA
2022-03-13 00:00:00,110.15,236.00,15.16,30.96,28.83,20.73,21.41,0.96,13.00,0.45,8.16,0.16,NA,NA,NA,23.69,58.99,NA,195.62,0.00,0.00,170.51,988.67,NA
2022-03-14 00:00:00,132.72,287.41,7.61,31.87,23.71,40.62,16.56,1.11,14.43,0.52,5.26,0.34,NA,NA,NA,25.88,60.28,NA,176.83,0.00,0.00,175.92,988.30,NA
2022-03-15 00:00:00,138.09,287.68,19.64,34.85,34.72,39.76,19.52,1.02,2.17,1.33,9.12,0.79,NA,NA,NA,25.66,64.38,NA,198.38,0.00,0.00,162.15,985.59,NA
2022-03-16 00:00:00,84.74,201.31,2.19,24.88,15.02,29.05,14.91,0.78,22.60,0.58,11.93,0.31,NA,NA,NA,26.69,59.34,NA,248.41,0.00,0.00,175.76,983.25,NA
2022-03-17 00:00:00,116.81,234.81,4.07,27.09,17.73,31.87,15.00,0.98,15.61,0.81,8.45,0.29,NA,NA,NA,26.70,61.55,NA,109.39,0.00,0.00,156.59,984.16,NA
2022-03-18 00:00:00,148.99,242.20,2.04,20.57,12.61,36.61,10.44,1.02,13.75,1.02,2.62,0.18,NA,NA,NA,27.64,59.69,NA,81.95,0.00,0.00,145.54,985.30,NA
2022-03-19 00:00:00,111.40,200.47,2.28,20.23,12.60,32.86,10.82,0.94,19.94,1.06,2.04,0.18,NA,NA,NA,27.30,58.85,NA,114.02,0.00,0.00,155.88,983.20,NA
2022-03-20 00:00:00,118.82,238.98,4.35,28.92,18.99,31.23,12.56,0.97,14.20,1.23,2.37,0.23,NA,NA,NA,27.47,55.01,NA,83.64,0.00,0.00,155.90,981.75,NA
2022-03-21 00:00:00,135.64,278.01,16.12,29.48,29.03,32.73,13.15,1.08,14.67,1.44,10.85,0.49,NA,NA,NA,27.47,55.98,NA,146.91,0.00,0.00,145.51,983.96,NA
2022-03-22 00:00:00,71.91,186.92,1.93,19.72,12.06,25.27,13.70,0.67,15.77,0.56,5.26,0.04,NA,NA,NA,27.23,51.33,NA,262.66,0.00,0.00,147.88,984.80,NA
2022-03-23 00:00:00,117.93,311.58,17.12,35.64,33.19,24.44,17.70,0.87,13.17,0.90,5.91,0.21,NA,NA,NA,26.32,52.06,NA,246.92,0.00,0.00,144.53,984.63,NA
2022-03-24 00:00:00,140.54,353.25,26.30,37.96,41.73,21.68,15.04,0.98,9.99,1.03,5.98,0.35,NA,NA,NA,24.18,55.19,NA,195.36,0.00,0.00,91.76,983.05,NA
2022-03-25 00:00:00,85.29,224.68,2.84,27.69,17.13,23.37,14.43,0.66,11.50,0.62,6.51,0.14,NA,NA,NA,26.45,52.23,NA,236.14,0.00,0.00,164.35,984.40,NA
2022-03-26 00:00:00,91.04,244.42,2.13,21.37,13.16,19.88,22.11,0.69,19.87,0.49,9.43,0.03,NA,NA,NA,26.89,45.44,NA,232.09,0.00,0.00,181.62,986.00,NA
2022-03-27 00:00:00,96.23,258.70,25.18,29.49,36.22,16.63,20.33,0.96,17.18,0.12,6.60,0.08,NA,NA,NA,26.47,45.30,NA,246.24,0.00,0.00,145.87,985.69,NA
2022-03-28 00:00:00,147.46,409.26,75.01,50.41,87.99,19.18,21.39,1.26,13.64,0.51,10.73,0.97,NA,NA,NA,27.26,46.25,NA,170.27,0.00,0.00,178.28,984.68,NA
2022-03-29 00:00:00,161.54,389.54,49.00,38.19,60.79,22.53,29.53,1.13,11.58,0.47,9.06,0.54,NA,NA,NA,28.04,44.19,NA,248.66,0.00,0.00,179.79,982.84,NA
2022-03-30 00:00:00,194.88,440.88,35.66,40.89,50.85,24.58,42.55,1.09,14.48,0.60,9.86,0.74,NA,NA,NA,28.51,42.64,NA,234.71,0.00,0.00,168.37,982.95,NA
2022-03-31 00:00:00,159.92,346.42,7.91,41.57,28.72,22.30,29.15,1.11,27.92,0.63,3.87,0.25,NA,NA,NA,28.17,45.67,NA,121.67,0.00,0.00,145.98,983.68,NA
2022-04-01 00:00:00,72.50,199.25,3.20,27.50,17.23,17.54,21.23,0.69,19.54,0.10,4.16,0.06,NA,NA,NA,28.49,37.63,NA,255.12,0.00,0.00,185.85,984.06,NA
2022-04-02 00:00:00,133.84,279.10,14.68,33.64,29.87,19.20,32.73,0.94,19.81,0.44,3.18,0.20,NA,NA,NA,28.10,38.09,NA,165.52,0.00,0.00,177.89,985.38,NA
2022-04-03 00:00:00,128.12,278.04,14.51,33.24,29.52,18.09,22.10,0.98,20.72,0.64,3.10,0.04,NA,NA,NA,28.64,38.03,NA,180.45,0.00,0.00,174.32,984.53,NA
2022-04-04 00:00:00,135.67,341.33,18.46,34.86,32.41,18.34,29.62,0.84,18.35,0.47,6.47,0.35,NA,NA,NA,28.62,35.19,NA,229.93,0.00,0.00,172.19,984.40,NA
2022-04-05 00:00:00,125.21,292.88,11.48,42.00,31.69,17.70,31.27,0.81,16.87,0.33,6.62,0.17,NA,NA,NA,28.88,34.46,NA,199.33,0.00,0.00,179.13,987.35,NA
2022-04-06 00:00:00,139.98,329.04,29.61,45.56,48.39,18.32,37.14,0.93,19.09,0.35,8.78,0.48,NA,NA,NA,29.08,35.36,NA,180.32,0.00,0.00,175.38,987.31,NA
2022-04-07 00:00:00,167.54,379.04,27.83,48.57,48.52,20.31,42.73,0.96,19.20,0.43,9.48,0.49,NA,NA,NA,29.93,34.42,NA,195.37,0.00,0.00,172.65,986.41,NA
2022-04-08 00:00:00,156.83,363.62,22.42,49.59,44.65,19.43,46.55,0.99,19.68,0.51,17.54,0.36,NA,NA,NA,30.83,32.63,NA,206.50,0.00,0.00,165.43,983.92,NA
2022-04-09 00:00:00,163.09,372.84,33.94,49.35,53.13,19.42,42.02,1.07,17.64,0.62,18.43,0.54,NA,NA,NA,31.56,33.47,NA,183.46,0.00,0.00,165.67,982.13,NA
2022-04-10 00:00:00,126.32,325.68,19.66,40.01,37.49,16.99,34.12,0.82,20.95,0.35,9.48,0.40,NA,NA,NA,31.83,33.11,NA,209.86,0.00,0.00,164.88,981.53,NA
2022-04-11 00:00:00,131.30,336.20,10.23,45.89,33.02,18.22,36.58,0.86,25.42,0.32,6.44,0.17,NA,NA,NA,32.18,32.71,NA,212.11,0.00,0.00,159.14,981.00,NA
2022-04-12 00:00:00,109.36,321.75,25.99,41.51,43.61,16.09,24.68,0.81,16.65,0.27,9.22,0.28,NA,NA,NA,30.67,35.41,NA,152.05,0.00,0.00,119.77,981.15,NA
2022-04-13 00:00:00,134.14,401.20,21.82,46.84,42.70,20.56,24.54,1.14,20.02,0.59,4.87,0.43,NA,NA,NA,30.78,39.08,NA,165.36,0.00,0.00,153.49,980.65,NA
2022-04-14 00:00:00,73.95,352.14,2.57,21.69,13.64,15.95,22.34,0.56,26.57,0.11,3.77,0.11,NA,NA,NA,32.30,31.97,NA,219.25,0.00,0.00,152.13,980.25,NA
2022-04-15 00:00:00,65.50,211.57,1.95,18.15,11.28,17.66,20.81,0.69,26.09,0.40,1.47,0.01,NA,NA,NA,29.67,39.16,NA,77.10,0.00,0.00,148.45,980.54,NA
2022-04-16 00:00:00,105.38,277.62,2.12,25.72,15.42,20.57,32.56,0.93,28.30,0.82,1.49,0.02,NA,NA,NA,29.61,40.52,NA,69.71,0.00,0.00,147.02,980.00,NA
2022-04-17 00:00:00,107.80,280.57,3.56,31.86,19.85,20.62,26.21,0.97,28.03,0.77,1.40,0.03,NA,NA,NA,29.65,41.16,NA,85.97,0.00,0.00,154.10,981.20,NA
2022-04-18 00:00:00,118.31,330.24,23.68,49.75,47.09,21.26,28.34,1.14,26.73,0.81,2.43,0.16,NA,NA,NA,31.51,38.44,NA,156.65,0.00,0.00,145.82,982.63,NA
2022-04-19 00:00:00,148.35,434.57,27.23,39.08,42.97,21.95,30.61,0.84,19.60,0.58,12.35,0.51,NA,NA,NA,33.18,33.46,NA,228.78,0.00,0.00,144.79,984.15,NA
2022-04-20 00:00:00,88.58,306.80,4.34,27.61,17.68,16.12,25.28,0.68,19.28,0.33,13.39,0.09,NA,NA,NA,33.90,30.78,NA,253.76,0.00,0.00,155.89,982.89,NA
2022-04-21 00:00:00,124.58,440.33,20.42,28.29,31.69,17.33,25.25,0.78,11.15,0.36,8.04,0.18,NA,NA,NA,29.54,37.31,NA,185.83,0.00,0.00,67.76,984.24,NA
2022-04-22 00:00:00,63.83,238.23,4.79,27.77,18.55,15.25,19.67,0.65,23.73,0.27,4.65,0.04,NA,NA,NA,29.89,38.34,NA,114.22,0.00,0.00,172.96,985.46,NA
2022-04-23 00:00:00,133.41,351.79,33.45,40.00,48.56,18.64,22.94,0.98,23.12,0.38,4.06,0.37,NA,NA,NA,30.53,34.77,NA,157.01,0.00,0.00,179.04,985.10,NA
2022-04-24 00:00:00,108.51,311.64,6.90,27.55,20.27,19.13,25.99,0.74,28.44,0.37,2.43,0.11,NA,NA,NA,31.98,31.95,NA,232.81,0.00,0.00,176.80,983.05,NA
2022-04-25 00:00:00,85.64,297.09,1.63,17.24,10.51,16.22,19.49,0.61,30.72,0.12,2.98,0.01,NA,NA,NA,33.25,31.81,NA,240.12,0.00,0.00,169.39,982.18,NA
2022-04-26 00:00:00,81.16,224.44,2.35,23.94,14.61,16.08,21.31,0.74,25.67,0.24,2.08,0.00,NA,NA,NA,32.18,32.96,NA,136.63,0.00,0.00,166.74,982.53,NA
2022-04-27 00:00:00,214.64,442.38,41.25,52.28,61.61,23.16,43.89,1.26,25.22,0.70,7.19,0.63,NA,NA,NA,32.69,32.56,NA,171.86,0.00,0.00,182.57,982.01,NA
2022-04-28 00:00:00,220.97,470.45,33.95,52.11,55.47,22.94,47.10,1.27,26.88,0.73,10.11,0.66,NA,NA,NA,33.59,32.32,NA,235.41,0.00,0.00,159.98,981.78,NA
2022-04-29 00:00:00,202.02,432.84,16.46,41.04,35.35,20.45,35.75,1.04,21.57,0.74,13.95,0.48,NA,NA,NA,34.61,30.66,NA,213.25,0.00,0.00,159.45,981.23,NA
2022-04-30 00:00:00,155.02,333.68,9.69,38.56,28.28,16.58,30.83,0.96,22.32,0.61,7.24,0.14,NA,NA,NA,34.80,29.70,NA,204.97,0.00,0.00,166.53,978.36,NA
2022-05-01 00:00:00,80.43,269.58,6.67,17.93,15.05,28.75,19.97,0.81,32.63,0.32,3.46,0.13,NA,NA,NA,32.51,43.42,NA,86.02,0.00,0.00,155.69,977.96,NA
2022-05-02 00:00:00,54.50,268.75,1.94,14.08,9.08,35.40,15.61,0.84,32.66,0.23,1.19,0.00,NA,NA,NA,32.92,45.32,NA,82.86,0.00,0.00,156.94,977.95,NA
2022-05-03 00:00:00,72.58,324.12,2.09,13.90,9.14,35.87,18.27,0.89,27.51,0.30,1.29,0.00,NA,NA,NA,32.75,46.99,NA,73.20,0.00,0.00,120.04,980.47,NA
2022-05-04 00:00:00,58.22,147.10,2.36,16.01,10.46,33.24,13.05,0.77,26.13,0.27,1.11,0.00,NA,NA,NA,29.50,53.57,NA,89.11,0.11,10.50,123.58,982.94,NA
2022-05-05 00:00:00,61.76,129.67,5.16,26.27,18.02,30.69,14.90,0.70,26.78,0.09,1.35,0.01,NA,NA,NA,28.11,54.98,NA,98.09,0.00,0.00,206.10,983.32,NA
2022-05-06 00:00:00,134.34,318.27,13.79,44.93,34.81,37.35,16.89,1.11,24.43,0.38,2.55,0.24,NA,NA,NA,30.85,49.56,NA,143.28,0.00,0.00,159.46,982.68,NA
2022-05-07 00:00:00,116.35,253.34,11.19,33.12,26.69,35.47,19.20,1.04,29.65,0.47,3.03,0.36,NA,NA,NA,31.26,46.17,NA,60.52,0.00,0.00,200.74,982.70,NA
2022-05-08 00:00:00,98.20,223.43,2.03,18.43,11.46,31.67,17.72,0.94,36.81,0.30,1.37,0.01,NA,NA,NA,31.10,46.97,NA,68.87,0.00,0.00,192.34,981.12,NA
2022-05-09 00:00:00,72.04,174.17,2.11,14.12,9.26,31.09,15.96,0.80,32.90,0.21,0.82,0.00,NA,NA,NA,32.59,47.38,NA,74.19,0.00,0.00,187.44,980.70,NA
2022-05-10 00:00:00,72.79,184.44,2.01,14.03,9.15,31.00,18.19,0.85,36.06,0.38,0.94,0.00,NA,NA,NA,32.82,46.56,NA,74.49,0.00,0.00,180.75,980.93,NA
